caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
"The low quality recording features a ballad that contains a flat male vocal, alongside mellow harmonizing, reverberant female vocals, singing over acoustic rhythm guitar located in the left channel, electric guitar melody in the right channel of the stereo image, groovy bass, shimmering hi hats, soft rimshots, soft kick hits and mellow keys melody. It sounds mellow, emotional, passionate and heartfelt.","ballad, passionate, emotional, mellow, groovy bass, flat male vocal",,ballad,"passionate, emotional, mellow","groovy bass, flat male vocal",1,1,3,2,6
This is a chiptune piece. The only instrument being used in this track is a granular synth playing the melody at a medium-to-high pitch. It is an analog sounding piece. There is a nostalgic atmosphere to it. This piece could be used in the soundtracks of cartoons and arcade video games.,"electronic, mellow, nostalgic, no singer",,electronic,"mellow, nostalgic",no singer,1,1,2,1,4
This audio contains someone playing a solo on a distorted e-guitar in the mid range up to the higher register. This song may be playing for a product advertisement.,"medium tempo, rock, e-guitar",medium tempo,rock,,e-guitar,1,1,1,1,3
"A male vocalist sings this lively Rock song. The tempo is fast with bright trumpet harmony, groovy bass, infectious drumming , electric guitar and vocal backup. The music is upbeat, groovy, funky, high-spirited, vibrant and enthusiastic. This song is Retro Rock and Roll.","upbeat, fast tempo, groovy, r&b, funk, funky, happy, male singer, electric guitar","upbeat, fast tempo, groovy",r&b,"funk, funky, happy","male singer, electric guitar",3,1,3,2,9
"A male vocalist sings this quirky Rock melody. The tempo is medium fast with groovy electric guitar harmony, funky, intense bass lines, infectious drumming, keyboard accompaniment and vocal backup. The song is catchy, rhythmic, emotional, incessant, sentimental, melancholic, lonely, romantic , unconventional, quirky and upbeat. This song is classic rock.","rhythmic, medium fast tempo, alternative rock, passionate, sad, sentimental, emotional, melancholic, keyboard accompaniment, male vocalist","rhythmic, medium fast tempo",alternative rock,"passionate, sad, sentimental, emotional, melancholic","keyboard accompaniment, male vocalist",2,1,5,2,10
"A male vocalist sings this energetic funk pop. The audio  quality is inferior and the song is not clear.The tempo is. Fast with animated trumpets, with a boomy trombone, infectious drumming, keyboard harmony, groovy bass lines, rhythmic electric and acoustic guitar and melodious choral backup. The song is melodic, enthusiastic, energetic, animated and captivating Retro Funk/Pop.","fast tempo, groovy bass lines, soul, r&b, pop, funk, keyboard harmony, male vocalist","fast tempo, groovy bass lines","soul, r&b, pop",funk,"keyboard harmony, male vocalist",2,3,1,2,8
This audio contains an orchestral classical composition played by string instruments. violins/violas are playing the main melody in a higher key. The piece sounds fast paced and elevating. This song may be playing live sitting in an orchestra performance.,"uptempo, classical, orchestra",uptempo,classical,,orchestra,1,1,1,1,3
This is a movie music piece. The theme is being played by an orchestra. There is a wide array of cinematic strings playing a gentle yet profound tune. The atmosphere is heart-touching. It could be used in the soundtrack of a drama movie at a scene where the characters are reminiscing the good memories they experienced with a character that has passed away.,"movie music, classical, orchestra",,"movie music, classical",,orchestra,1,2,1,1,3
"The low quality recording features a cover of a pop song and it features passionate female vocal singing over acoustic rhythm guitar. There is a quiet playback playing in the background - it sounds like it is coming from headphones. The recording is a bit resonant and noisy, but it sounds emotional and heartfelt regardless.","pop, emotional, passionate female vocal",,pop,emotional,passionate female vocal,1,1,1,1,3
"The low quality recording features a hip hop song where a fruity male vocal is rapping over punchy kick and snare hits, shimmering hi hats, groovy bass and brass melody. It sounds bouncy, groovy and upbeat.","upbeat, groovy, hip hop, groovy bass, punchy kick, punchy snare","upbeat, groovy",hip hop,,"groovy bass, punchy kick, punchy snare",2,1,1,3,6
"A male vocalist sings this spirited song. The tempo is fast with intense drumming, loud harmonic electric guitar feedback, bass guitar , emphatic vocals and keyboard accompaniment. The song is a loud, progressive, powerful youthful and emphatic Hard Rock song.","fast tempo, rock, hard rock, male vocalist, bass guitar",fast tempo,rock,hard rock,"male vocalist, bass guitar",1,1,1,2,5
"A female singer sings this sad Country song. The tempo is medium with a Harmonica harmony, steady bass line, acoustic guitar, auto harp and dobro accompaniment. The song is soft, mellow, sad, poignant, emotional, sentimental and despondent with a melodious tune. This Song is a classic Country Pop.","medium tempo, folk song, sentimental, mellow, emotional, soft, steady drumming, female singer",medium tempo,folk song,"sentimental, mellow, emotional, soft","steady drumming, female singer",1,1,4,2,8
"A female singer sings this cool melody with backup singers in vocal harmony. The song is fast tempo with a percussive bass line, steady drumming with various percussion hits, keyboard harmony and other sonic effects. The song is groovy and exciting. The song is a modern techno dance hit.","fast tempo, groovy, electronic dance music, passionate, exciting, romantic, keyboard accompaniment, female singer","fast tempo, groovy",electronic dance music,"passionate, exciting, romantic","keyboard accompaniment, female singer",2,1,3,2,8
"The low quality recording features a live performance of a metal song that consists of manic drums played over aggressive electric guitar melodies and distorted bass guitar. The drums consist of a punchy double pedal kick, punchy snare hits and energetic cymbals. There are some crowd cheering sounds in the background. It sounds aggressive, and energetic overall.","metal, energetic, aggressive, punchy snare",,metal,"energetic, aggressive",punchy snare,1,1,2,1,4
The drums and the e-bass are creating a reggae groove together with the e-guitar that is playing on the offbeat and with a lot of ping pong delay that is jumping back and forth on both sides of the speakers. The male voice is singing and a shaker is playing panned to the right side of the speakers. This song may be playing at an alternative vegan restaurant with an outside terrace.,"medium tempo, reggae, e-guitar, e-bass, male voice singing",medium tempo,reggae,,"e-guitar, e-bass, male voice singing",1,1,1,3,5
"A male rock singer sings this climatic solo with a long sustained note. The tempo is medium with strong rock drumming, guitar rhythm; guitar lead and a percussive bass line. The song is hard rock with a lot of spirit and excitement. The audio quality is bad with a lot of ambient crowd noises.","groovy music, rock music, passionate, male singer, groovy bass line",groovy music,rock music,passionate,"male singer, groovy bass line",1,1,1,2,5
This is a new age piece. There is a flute playing the main melody with a lot of staccato notes. The rhythmic background consists of a medium tempo electronic drum beat with percussive elements all over the spectrum. There is a playful atmosphere to the piece. This piece can be used in the soundtrack of a children's TV show or an advertisement jingle.,"ambient, playful, joyful, electronic drums, bass, flute",,ambient,"playful, joyful","electronic drums, bass, flute",1,1,2,3,6
"The low quality recording features a live performance of a jazz big bend that consists of passionate trumpet melody, over groovy double bass, shimmering cymbals and mellow piano chords. It sounds reverberant, happy, passionate and fun. The recording is a bit noisy and the sound is leaning towards the right channel, which makes the stereo image unbalanced.","groovy double bass, jazz, passionate, happy, fun, shimmering cymbals",groovy double bass,jazz,"passionate, happy, fun",shimmering cymbals,1,1,3,1,6
