caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
This song has a bassline that repeats itself playing along with a distorted guitar that supports the melody by playing the low notes along with slight variations and licks. The acoustic drums sound in the background but are played at full force. Fast paced with a lot of hits on different crashes and using a double bass kick. The male voice is screaming full force then a synthesizer lead sound is playing a simple melody that is panned to the right side of the speakers. This song may be playing at a live-concert jumping up and down enjoying the energetic energy of the surrounding and the music.,"medium to uptempo, energetic, e-bass, e-guitar",medium to uptempo,,energetic,"e-bass, e-guitar"
"A male vocalist sings this  melodic song. The tempo is medium with muffled vocals, violin harmony, rhythmic guitar , steady drumming and straight bass lines. The language and lyrics of the song are inaudible because of the amateur recording.This song is a Classic Rock and Roll.","slow tempo, pop, emotional, steady drumming, male singer",slow tempo,pop,emotional,"steady drumming, male singer"
An acoustic piano is playing a sad piece accompanied by a female singer. A simple digital drum with crash hits rounds up the composition. This song is an amateur recording but of decent quality. This song may be playing at  a talent show.,"uptempo, sad, female singer, digital drums",uptempo,,sad,"female singer, digital drums"
"This music is a vigorous electric guitar instrumental. The tempo is fast with an electric guitar rapid melody lead and an electric guitar Accompaniment. The melody is contrasted and syncopated. The music is dark, intense, extreme, dire and compelling Heavy Metal.","fast tempo, syncopated harmony, hard rock, intense, heavy metal, electric guitar","fast tempo, syncopated harmony",,"hard rock, intense, heavy metal",electric guitar
"The Soul song features a passionate male vocal, alongside wide, harmonizing background female vocals, singing over shimmering chime bells, shimmering hi hats, mellow piano chords, wide strings chords, electric guitar melody and simple bass guitar. It sounds passionate and emotional - like something you would sing to your partner.","soul, emotional, passionate, passionate male vocal",,soul,"emotional, passionate",passionate male vocal
"This music is an Electronica instrumental. The tempo is fast with synthesiser articulations, hard hitting digital drum beats and electronic arrangements with a repetitive female vocal riff. The music is punchy, vibrant, thumping, pulsating, youthful, enthusiastic, energetic ,psychedelic, hypnotic, trance like and buoyant. This music is EDM/Synth Pop.","fast tempo, electronic music, dance music, trap, hypnotic",fast tempo,"electronic music, dance music, trap",hypnotic,
"The Rock song features wide harmonizing male vocals singing over wide electric guitar chord progression, punchy snare and kick hits, shimmering cymbals and groovy bass. At the very beginning of the loop there is a flat male vocal singing over echoing electric guitar melody and less energetic drums, after which the previously mentioned chorus starts. It sounds energetic and uplifting.","rock, uplifting, energetic, shimmering cymbals, flat male vocal, groovy bass, punchy snare, punchy kick",,rock,"uplifting, energetic","shimmering cymbals, flat male vocal, groovy bass, punchy snare, punchy kick"
"This is a drum & bass music piece. There is a very fast-tempo, high energy electronic drum beat in the rhythmic background. There is a strong and fuzzy bass sound playing a loud bass line while a synth can be heard adding texture. The piece is upbeat and has an aggressive atmosphere. This music is perfect for nightclubs and DJ sets. It could also work well in the soundtrack of a car racing video game.","upbeat, groovy, danceable, electronic dance music, energetic, aggressive","upbeat, groovy","danceable, electronic dance music","energetic, aggressive",
This is a live performance of a pop music piece. There is a teenage female vocalist singing melodically in the Spanish language. An acoustic guitar plays the main tune while there is a slow tempo acoustic drum beat in the rhythmic background. The spectators are joining the song at a volume that is sometimes higher than the song itself and it creates an irritating aura.,"slow tempo, ballad, emotional, acoustic drums, acoustic guitar",slow tempo,ballad,emotional,"acoustic drums, acoustic guitar"
"This is an R&B/soul music piece. There is a female vocalist singing melodically while another female vocalist is singing the backing melody. The keyboard is playing the main tune. There is a bass guitar playing in the background. The rhythm is provided by a ballad-type slow tempo acoustic drum beat. The atmosphere is sentimental. This piece could be used in the soundtrack of a drama movie, especially during the scenes of a reunion or a homecoming after a long period of separation.","slow tempo, soul, r&b, sentimental, acoustic drums, bass guitar, female vocal, keyboard",slow tempo,"soul, r&b",sentimental,"acoustic drums, bass guitar, female vocal, keyboard"
This song contains a cymbal holding the rhythm while different piano and keyboards are playing melodies. A xylophone is playing a melody in a higher pitch on top of that. A female voice choir sample comes in every year and then being part of the rhythmic composition. This song may be playing in a adventure video-game with beautiful landscapes.,"medium tempo, ballad, dreamy, piano, keyboard",medium tempo,ballad,dreamy,"piano, keyboard"
"The  recording features a trap song that consists flat male vocal, alongside widely spread male ad libs, rapping over arpeggiated, echoing synth melody, sustained and distorted synth melody, boomy 808 bass, punchy snare, soft kick hits, bouncy hi hats and shimmering open hats. There is a short snare roll at the end of the first part of the loop. It sounds quiet, but still energetic and exciting.","trap, exciting, energetic, punchy snare, flat male vocal",,trap,"exciting, energetic","punchy snare, flat male vocal"
This song contains digital drums playing along with a raw synth bass sound playing a melody while a male voice is rapping in a higher key. Then a female voice takes over singing a melody along to the bass. This song may be playing loud when at home alone.,"uptempo, energetic, digital drums",uptempo,,energetic,digital drums
